Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Investors Name,InvestmentnType,Amount in USD
870,2017-04-06,Mech Mocha,Consumer Internet,"Accel Partners, Shunwei Capital",Private Equity,4200000.0
871,2017-04-07,Startup Buddy,Consumer Internet,"YouWeCan Ventures,",Seed Funding,4200000.0
872,2017-04-07,QorQI,Healthcare,Paytm,Seed Funding,4200000.0
873,2017-04-07,Twenty Two Motors,Technology,"Ishwar Singh,Farhaan Shabbir",Seed Funding,4200000.0
874,2017-04-07,PharmEasy,eCommerce,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,4200000.0
875,2017-04-08,WonderChef,eCommerce,Labruyere Eberl\\xc3\\xa9,Private Equity,4200000.0
876,2017-04-08,FastFox,Consumer Internet,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4200000.0
877,2017-04-10,Omnify,Technology,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,4200000.0
878,2017-04-10,Capital Float,Consumer Internet,Mahindra and Mahindra Financial Services,Private Equity,4200000.0
879,2017-04-11,Ninjacart,eCommerce,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,4200000.0
880,2017-04-11,MergerWare,Technology,Philippe Bouchet,Seed Funding,4200000.0
881,2017-04-11,Sports Flashes,Consumer Internet,"Sushil Kumar, Sandeep Singh",Seed Funding,4200000.0
882,2017-04-12,Clovia,eCommerce,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4200000.0
883,2017-04-12,Emiza,Logistics,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4200000.0
884,2017-04-12,HackerEarth,Consumer Internet,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4200000.0
885,2017-04-12,Squadrun,Technology,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,4200000.0
886,2017-04-12,Tinmen,Consumer Internet,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,4200000.0
887,2017-04-12,ScoutMyTrip,Consumer Internet,Z Nation Lab,Seed Funding,4200000.0
888,2017-04-13,SafetyKart,eCommerce,Redcliffe Capital,Private Equity,4200000.0
889,2017-04-13,WeAreHolidays,Consumer Internet,"Urrshila Kerkar,",Private Equity,4200000.0
890,2017-04-14,Ola Cabs,Consumer Internet,SIMI Pacific Pte,Private Equity,4200000.0
891,2017-04-15,Myly,Consumer Internet,mall Industries Development Bank of India (SIDBI),Seed Funding,4200000.0
892,2017-04-17,CrediHealth,Consumer Internet,"Tolaram Inc, Mountain Pine Capital",Private Equity,4200000.0
893,2017-04-17,Navia Life Care,Technology,Benori Ventures LLP,Seed Funding,4200000.0
894,2017-04-17,Raw Pressery,Food & Beverages,Jacqueline Fernandez,Seed Funding,4200000.0
895,2017-04-17,Snackible,Food & Beverages,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,4200000.0
896,2017-04-17,Be U Salons,Consumer Internet,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,4200000.0
897,2017-04-17,Simulanis,Consumer Internet,Village Capital,Seed Funding,4200000.0
898,2017-04-17,LendingKart,Consumer Internet,Anicut Capital,Private Equity,4200000.0
899,2017-04-18,Innefu Security Consulting,Technology,IndiaNivesh Venture Capital Fund,Private Equity,4200000.0
900,2017-04-18,Whodat,Technology,Ideaspring Capital,Private Equity,4200000.0
901,2017-04-18,Absentia VR,Technology,Exfinity Venture Partners,Private Equity,4200000.0
902,2017-04-19,IOTrek,Technology,Undisclosed Investor,Seed Funding,4200000.0
903,2017-04-20,HolaChef,Consumer Internet,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,4200000.0
904,2017-04-20,Wooplr,eCommerce,Ankit Nagori,Private Equity,4200000.0
905,2017-04-21,Video Ken,Consumer Internet,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,4200000.0
906,2017-04-24,Faasos,Food & Beverage,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,4200000.0
907,2017-04-24,Oyo Rooms,Consumer Internet,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,4200000.0
908,2017-04-24,Toppr,Consumer Internet,WGG International,Private Equity,4200000.0
909,2017-04-24,Niramai,Healthcare,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,4200000.0
910,2017-04-25,The Office Pass,Consumer Internet,"Arun Tadanki, Aditya Verma",Seed Funding,4200000.0
911,2017-04-25,UrbanClap,Consumer Internet,Trifecta Capital,Private Equity,4200000.0
912,2017-04-26,Awfis,Consumer Internet,Sequoia India,Private Equity,4200000.0
913,2017-04-26,Myra,Consumer Internet,"Times Internet,Matrix Partners",Private Equity,4200000.0
914,2017-04-26,Flytxt,Technology,DAH Beteiligungs GmbH,Private Equity,4200000.0
915,2017-04-26,Howdy Ventures,Consumer Internet,S. Xavier Britto,Seed Funding,4200000.0
916,2017-04-26,StalkBuyLove,eCommerce,Trifecta Capital,Private Equity,4200000.0
917,2017-04-26,ZipGo,Consumer Internet,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,4200000.0
918,2017-04-27,Scootsy,Consumer Internet,"Agnus Capital, Khattar Holdings",Private Equity,4200000.0
919,2017-04-27,Autobix,Technology,GardX International,Seed Funding,4200000.0
920,2017-04-27,eShiksha,Technology,Cross Border Angels & Experts,Seed Funding,4200000.0
921,2017-04-27,iNurture,Consumer Internet,BlackSoil Capital Pvt. Ltd,Private Equity,4200000.0
922,2017-04-28,Sepalika,Consumer Internet,Accel Partners,Seed Funding,4200000.0
923,2017-04-28,Mintwalk,Consumer Internet,Poshika Financial Ecosystem,Seed Funding,4200000.0
924,2017-04-29,Qriyo,Consumer Internet,NB Ventures,Private Equity,4200000.0
925,2017-03-01,Ola,Consumer Internet,SoftBank Group Corp,Private Equity,4200000.0
926,2017-03-01,Belong,Consumer Internet,Sequoia Capital India,Private Equity,4200000.0
927,2017-03-01,Seenit,Consumer Internet,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,4200000.0
928,2017-03-01,Paalak,ECommerce,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,4200000.0
929,2017-03-02,Celes Care,Consumer Internet,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,4200000.0
930,2017-03-02,Karomi,Technology,Ideaspring Capital,Seed Funding,4200000.0
931,2017-03-02,Red Carpet,Consumer Internet,Lightspeed Venture Partners,Private Equity,4200000.0
932,2017-03-02,Kreate Konnect,Technology,Langoor,Seed Funding,4200000.0
933,2017-03-02,CreditMantri,Consumer Internet,Quona Capital,Private Equity,4200000.0
934,2017-03-03,Lets Endorse,Consumer Internet,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,4200000.0
935,2017-03-03,Tydy,Technology,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,4200000.0
936,2017-03-03,Nactus,Consumer Internet,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,4200000.0
937,2017-03-03,Oho Shop,Technology,"Bennett, Coleman and Company Ltd",Private Equity,4200000.0
938,2017-03-03,Emojifi,Consumer Internet,Undisclosed angel investors,Seed Funding,4200000.0
939,2017-03-03,Paytm Marketplace,ECommerce,Alibaba,Private Equity,4200000.0
940,2017-03-04,iGenetics,Healthcare,CDC Group Plc,Private Equity,4200000.0
941,2017-03-06,Juno Clinic,Consumer Internet,Atul Nishar,Seed Funding,4200000.0
942,2017-03-06,Summerlabel,Consumer Internet,"Aneesh Seth, Tushar Mittal",Seed Funding,4200000.0
943,2017-03-06,PickMe,Consumer Internet,SIDBI Venture Capital Fund,Private Equity,4200000.0
944,2017-03-07,Agrostar,Technology,Accel Partners,Private Equity,4200000.0
945,2017-03-07,Zapr,Technology,Star India Pvt Ltd,Private Equity,4200000.0
946,2017-03-07,Data Resolve,Technology,IDFC Parampara Early Stage Opportunities Fund,Private Equity,4200000.0
947,2017-03-07,Book Servicing,Consumer Internet,National Science and Technology Entrepreneurship Development Board,Seed Funding,4200000.0
948,2017-03-07,Blowhorn,Consumer Internet,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,4200000.0
949,2017-03-08,Rivigo,Logistics,Private Sector Banks (Debt Funding),Private Equity,4200000.0
950,2017-03-08,PipeCandy,Technology,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,4200000.0
951,2017-03-08,Supr Daily,Consumer Internet,Y Combinator,Seed Funding,4200000.0
952,2017-03-08,Parentune,Consumer Internet,"Kae Capital, SEGNEL Ventures",Private Equity,4200000.0
953,2017-03-09,AppBrowzer,Consumer Internet,Deepak Gurnani,Seed Funding,4200000.0
954,2017-03-09,MagicBricks,Consumer Internet,Times Internet Ltd,Private Equity,4200000.0
955,2017-03-10,PeeBuddy,Healthcare,Indian Angel Network,Seed Funding,4200000.0
956,2017-03-10,iOrderFresh,ECommerce,Singapore Angel Network,Seed Funding,4200000.0
957,2017-03-10,Lavelle Networks,Technology,Ideaspring Capital,Seed Funding,4200000.0
958,2017-03-10,PropertyShare,Consumer Internet,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,4200000.0
959,2017-03-14,MyDermacy,Consumer Internet,Cyber Carrier,Private Equity,4200000.0
960,2017-03-15,LatestOne,eCommerce,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,4200000.0
961,2017-03-15,Frapperz,Consumer Internet,Undisclosed Investor,Seed Funding,4200000.0
962,2017-03-16,mPaani,Consumer Internet,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,4200000.0
963,2017-03-16,ShilpMIS,Technology,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,4200000.0
964,2017-03-16,POPxo,Consumer Internet,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,4200000.0
965,2017-03-16,Fitso,Consumer Internet,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,4200000.0
966,2017-03-17,FarMart,Technology,Indian Angel Network,Seed Funding,4200000.0
967,2017-03-21,Flipkart,eCommerce,"Microsoft, eBay, Tencent Holdings",Private Equity,4200000.0
968,2017-03-21,Airpay,Technology,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,4200000.0
969,2017-03-21,MyGlamm,Consumer Internet,L\\xe2\\x80\\x99Occitane,Private Equity,4200000.0
970,2017-03-22,The Mons Co.,eCommerce,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,4200000.0
971,2017-03-22,Haqdarshak,Consumer Internet,"Ravi Saxena, Sandeep Raju,",Seed Funding,4200000.0
972,2017-03-23,Ixigo,Consumer Internet,"Sequoia Capital, Kinzon Capital",Private Equity,4200000.0
973,2017-03-23,Markets and Markets,Technology,"FTV Capital, Zodius Capital",Private Equity,4200000.0
974,2017-03-24,Bizom,Technology,Ojas Ventures,Seed Funding,4200000.0
975,2017-03-24,BabyonBoard,Consumer Internet,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,4200000.0
976,2017-03-24,Delhivery,Technology,"Carlyle Group, Tiger Global",Private Equity,4200000.0
977,2017-03-27,Sport Flashes,Consumer Internet,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,4200000.0
978,2017-03-28,Fynd,ECommerce,Venture Catalysts,Private Equity,4200000.0
979,2017-03-28,Wigzo,Technology,3one4 capital,Private Equity,4200000.0
980,2017-03-28,DoneThing,Consumer Internet,Brand Capital,Private Equity,4200000.0
981,2017-03-29,Zapyle,ECommerce,Undisclosed Investors,Seed Funding,4200000.0
982,2017-03-29,Ithaka,Consumer Internet,"Ankit Gupta, Puneet Motihar",Seed Funding,4200000.0
983,2017-03-29,perpule,eCommerce,KStart Capital,Seed Funding,4200000.0
984,2017-03-29,Byju\\xe2\\x80\\x99s,Consumer Internet,Verlinvest,Private Equity,4200000.0
985,2017-03-29,Licious,ECommerce,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,4200000.0
986,2017-03-29,Medinfi,Consumer Internet,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,4200000.0
987,2017-03-30,Indus OS,Technology,"JSW Ventures, VenturEast",Private Equity,4200000.0
988,2017-03-30,Emflux Motors,Technology,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,4200000.0
989,2017-03-30,Klinic App,Consumer Internet,Om Chaudhry,Seed Funding,4200000.0
990,2017-03-31,Jhakaas,Consumer Internet,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,4200000.0
991,2017-03-31,Oriano Solar,Technology,Samridhi Fund,Private Equity,4200000.0
992,2017-03-31,BigBasket,ECommerce,Trifecta Capital,Private Equity,4200000.0
993,2017-03-31,Rooter,Consumer Internet,Intex Technologies,Private Equity,4200000.0
994,2017-03-31,FalconBrick,Technology,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,4200000.0
995,2017-03-31,Icertis,Technology,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",Private Equity,4200000.0
996,2017-02-02,Clodura,Technology,Undisclosed Investors,Seed Funding,4200000.0
997,2017-02-03,Stockroom.io,Consumer Internet,"Satya D Sinha, Gyanendra Singh",Seed Funding,4200000.0
998,2017-02-06,Capital Float,Consumer Internet,IFMR Capital Finance,Private Equity,4200000.0
999,2017-02-06,iManageMyHotel,Technology,Jaarvis Accelerator,Seed Funding,4200000.0
1000,2017-02-07,Inner Hour,Consumer Internet,"Batlivala & Karani Securities, Venture Works",Seed Funding,4200000.0
1001,2017-02-07,Travel Triangle,Consumer Internet,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,4200000.0
1002,2017-02-08,Wandertrails,Consumer Internet,Earlsfield Capital,Seed Funding,4200000.0
1003,2017-02-08,Zenatix,Technology,"pi Ventures, Blume Ventures",Private Equity,4200000.0
1004,2017-02-08,Cartrade,Consumer Internet,Temasek Holdings,Private Equity,4200000.0
1005,2017-02-08,MindYourFleet,Technology,"Japan Vyas, Tarun Adlakha",Seed Funding,4200000.0
1006,2017-02-08,Edurev,Consumer Internet,Facebook FB Start programme,Seed Funding,4200000.0
1007,2017-02-09,Voonik,ECommerce,"RB Investments, Sequoia Capital",Private Equity,4200000.0
1008,2017-02-09,1Crowd,Finance,Ganesh Natarajan,Seed Funding,4200000.0
1009,2017-02-09,Wooplr,ECommerce,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,4200000.0
1010,2017-02-10,48East,ECommerce,Al Dhaheri family,Private Equity,4200000.0
1011,2017-02-10,Redesyn,Consumer Internet,ThinQbate,Seed Funding,4200000.0
1012,2017-02-13,Sigtuple,Technology,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,4200000.0
1013,2017-02-13,Flutura,Technology,"Vertex Ventures, Lumis Partners",Private Equity,4200000.0
1014,2017-02-13,Wassup,Consumer Internet,Anil Jain & other HNIs,Private Equity,4200000.0
1015,2017-02-13,Better Mortgage,Consumer Internet,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,4200000.0
1016,2017-02-13,Nurturey,Consumer Internet,Mohit Joshi & Others,Seed Funding,4200000.0
1017,2017-02-13,Fyle,Technology,Pravega Ventures,Seed Funding,4200000.0
1018,2017-02-14,GoBumpr,Consumer Internet,"Mahalingam K, Girish Mathrubootham",Seed Funding,4200000.0
1019,2017-02-14,CCAvenue,Consumer Internet,Infibeam,Private Equity,4200000.0
1020,2017-02-14,Connaizen,Technology,Vikram Sud,Seed Funding,4200000.0
1021,2017-02-15,Innov8,Consumer Internet,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,4200000.0
1022,2017-02-15,ZestMoney,Consumer Internet,"PayU, Ribbit Capital, Omidyar Network",Private Equity,4200000.0
1023,2017-02-15,AirZaar,Technology,Quake Capital,Seed Funding,4200000.0
1024,2017-02-16,Truebil,Consumer Internet,Shunwei Capital,Private Equity,4200000.0
1025,2017-02-16,YourStory,Consumer Internet,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,4200000.0
1026,2017-02-17,Imaginate,Technology,SRI Capital,Seed Funding,4200000.0
1027,2017-02-17,The Ken,Consumer Internet,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,4200000.0
1028,2017-02-17,Urban Ladder,ECommerce,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,4200000.0
1029,2017-02-17,Aisle,Consumer Internet,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,4200000.0
1030,2017-02-17,TownScript,Consumer Internet,BookMyShow,Private Equity,4200000.0
1031,2017-02-17,Leopetra,eCommerce,Facebook FBStart,Seed Funding,4200000.0
1032,2017-02-18,Blood n Care,Consumer Internet,Facebook FBStart,Seed Funding,4200000.0
1033,2017-02-20,Flipkart,eCommerce,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,4200000.0
1034,2017-02-21,True Balance,Consumer Internet,"Softbank Ventures Korea, IMM Investment",Private Equity,4200000.0
1035,2017-02-22,Vebbler,Consumer Internet,Facebook FBStart,Seed Funding,4200000.0
1036,2017-02-23,Get My Parking,Consumer Internet,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,4200000.0
1037,2017-02-23,Lets Reap,Consumer Internet,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,4200000.0
1038,2017-02-24,Oglas,Consumer Internet,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,4200000.0
1039,2017-02-27,Staydobe,Consumer Internet,Ishan Manaktala,Seed Funding,4200000.0
1040,2017-02-27,Biryani By Kilo,Consumer Internet,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,4200000.0
1041,2017-02-27,Johari Shop,ECommerce,Undisclosed Investors,Seed Funding,4200000.0
1042,2017-02-28,NeoStencil,Consumer Internet,"Brand Capital, Paragon Trust",Private Equity,4200000.0
1043,2017-02-28,Blackbuck,Logistics,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,4200000.0
1044,2017-01-02,TaxSutra,Consumer Internet,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,4200000.0
1045,2017-01-03,TempoGo,Technology,K2 Capital,Seed Funding,4200000.0
1046,2017-01-03,GoFynd,ecommerce,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,4200000.0
1047,2017-01-03,Vow Car Clinic,Consumer Internet,Vishal Malik,Seed Funding,4200000.0
1048,2017-01-04,LearnTron,Technology,Kae Capital,Seed Funding,4200000.0
1049,2017-01-05,MobiDent,Consumer Internet,DanGold Investment Corp,Private Equity,4200000.0
1050,2017-01-05,Yostra,Technology,"Marico Innovation Foundation (MIF), Villgro",Private Equity,4200000.0
1051,2017-01-06,Leap India,Logistics,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,4200000.0
1052,2017-01-07,FreeCharge,Consumer Internet,Jasper Infotech Pvt Ltd,Private Equity,4200000.0
1053,2017-01-09,TicketNew,Consumer Internet,Alibaba Pictures,Private Equity,4200000.0
1054,2017-01-10,Intelligence Node,Technology,BlackSoil Capital Pvt Ltd,Private Equity,4200000.0
1055,2017-01-10,Securens,Technology,"Mayfield India, Trifecta Capital",Private Equity,4200000.0
1056,2017-01-10,Loan Frame,Consumer Internet,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,4200000.0
